"","pvalue","covariate"
"1",0.525,5.89440283426485
"2",0.0896549137284321,5.79909265446053
"3",0.645432108027007,5.77144112313002
"4",0.825966991747937,5.53733426701854
"5",0.230355588897224,5.48893772615669
"6",0.034980495123781,5.47646355193151
"7",0.338338334583646,5.43372200355424
"8",0.158670667666917,5.34233425196481
"9",0.0467179294823706,5.33753807970132
"10",0.585053263315829,5.33271879326537
"11",0.0615491372843211,5.32300997913841
"12",0.192562640660165,5.30330490805908
"13",0.524709302325581,5.29831736654804
"14",0.460096774193548,5.26785815906333
"15",0.403682670667667,5.25749537202778
"16",0.0396279069767442,5.14749447681345
"17",0.000297074268567142,5.12989871492307
"18",7.95198799699925e-05,5.12989871492307
"19",0.26686496624156,5.11799381241676
"20",0.65846511627907,5.09375020080676
"21",0,5.08759633523238
"22",0.00022205551387847,5.06259503302697
"23",0.41055663915979,5.00394630594546
"24",0.00300675168792198,4.97673374242057
"25",0.474418604651163,4.9416424226093
"26",0.925020630157539,4.93447393313069
"27",0.213711927981995,4.91265488573605
"28",0.290581395348837,4.91265488573605
"29",0.0215783945986497,4.90527477843843
"30",0.121120780195049,4.89783979995091
"31",0.0249542385596399,4.89783979995091
"32",0.0417554388597149,4.87519732320115
"33",0.486289572393098,4.85203026391962
"34",0.0733833458364591,4.85203026391962
"35",0.0210952738184546,4.83628190695148
"36",0.168080270067517,4.82028156560504
"37",0.175783570892723,4.81218435537242
"38",0.0255063765941485,4.80402104473326
"39",0.0023105776444111,4.79579054559674
"40",0.132531882970743,4.77912349311153
"41",0.658786946736684,4.76217393479776
"42",0.00027344336084021,4.76217393479776
"43",0.0379174793698425,4.74493212836325
"44",0.724456114028507,4.7361984483945
"45",0.35202175543886,4.69134788222914
"46",0.452975243810953,4.69134788222914
"47",0.0161170292573143,4.67282883446191
"48",0.000293698424606152,4.66343909411207
"49",0.119633158289572,4.66343909411207
"50",0.000432108027006752,4.65396035015752
"51",0.00117329332333083,4.64439089914137
"52",0.0285352588147037,4.64439089914137
"53",0.82527231807952,4.64439089914137
"54",0.493498124531133,4.64439089914137
"55",0.0132708177044261,4.63472898822964
"56",0.0773503375843961,4.63472898822964
"57",0.0616500375093774,4.58496747867057
"58",0.156835708927232,4.57471097850338
"59",0.172043135783946,4.57471097850338
"60",0.158834583645911,4.56434819146784
"61",0.0129804951237809,4.56434819146784
"62",0.0963413353338335,4.55387689160054
"63",0.858199549887472,4.55387689160054
"64",0.229962490622656,4.55387689160054
"65",0.851594523630908,4.53259949315326
"66",0.000175918979744936,4.52178857704904
"67",0.0335903975993999,4.52178857704904
"68",0.597814703675919,4.52178857704904
"69",0.0316890472618155,4.52178857704904
"70",0.25906976744186,4.49980967033027
"71",0.0734928732183046,4.48863636973214
"72",0.315666166541635,4.48863636973214
"73",0.00306076519129782,4.47733681447821
"74",0.356840210052513,4.47733681447821
"75",0.865325581395349,4.47733681447821
"76",0.00114741185296324,4.47733681447821
"77",0.0971324081020255,4.46590811865458
"78",0.0195506376594149,4.46590811865458
"79",0.098344336084021,4.45434729625351
"80",0.341415603900975,4.45434729625351
"81",0.120978619654914,4.44265125649032
"82",1.57539384846212e-05,4.44265125649032
"83",0.00063615903975994,4.44265125649032
"84",1.3503375843961e-05,4.44265125649032
"85",0.00427606901725431,4.43081679884331
"86",0.000436609152288072,4.43081679884331
"87",0.230552138034509,4.43081679884331
"88",0.102824456114029,4.4188406077966
"89",0.351285821455364,4.4188406077966
"90",0.00174043510877719,4.40671924726425
"91",0.00666729182295574,4.40671924726425
"92",0.198839084771193,4.40671924726425
"93",0.0765337584396099,4.39444915467244
"94",0.493782070517629,4.39444915467244
"95",0.0384917479369842,4.39444915467244
"96",0.000170667666916729,4.39444915467244
"97",0.690741935483871,4.38202663467388
"98",0.129539384846212,4.38202663467388
"99",0.00316129032258065,4.36944785246702
"100",0.00641185296324081,4.36944785246702
"101",0.0057794448612153,4.36944785246702
"102",0.593788447111778,4.36944785246702
"103",0.0749118529632408,4.36944785246702
"104",0.184187171792948,4.35670882668959
"105",0.8402048012003,4.35670882668959
"106",0.858552138034509,4.35670882668959
"107",0.514392348087022,4.35670882668959
"108",0.612148537134284,4.34380542185368
"109",0,4.34380542185368
"110",0.0960907726931733,4.33073334028633
"111",0.97254688672168,4.33073334028633
"112",0.461630532633158,4.33073334028633
"113",0.000290322580645161,4.33073334028633
"114",0.0614482370592648,4.31748811353631
"115",0.0613473368342086,4.31748811353631
"116",0.00472993248312078,4.31748811353631
"117",0.000256564141035259,4.31748811353631
"118",0.826314328582146,4.30406509320417
"119",0.569542385596399,4.30406509320417
"120",0.086562640660165,4.30406509320417
"121",0.00704351087771943,4.30406509320417
"122",0.784236684171043,4.29045944114839
"123",0.0510952738184546,4.29045944114839
"124",0.20291072768192,4.27666611901606
"125",0.747098274568642,4.27666611901606
"126",0.183835333833458,4.27666611901606
"127",0.163175543885971,4.26267987704132
"128",0.56894223555889,4.26267987704132
"129",0.0173177044261065,4.24849524204936
"130",0.808565641410353,4.24849524204936
"131",0.564934358589647,4.24849524204936
"132",0.339347711927982,4.24849524204936
"133",0.0227576894223556,4.23410650459726
"134",0.00583345836459115,4.23410650459726
"135",0.0590667666916729,4.23410650459726
"136",0.441980495123781,4.23410650459726
"137",0.0932948237059265,4.23410650459726
"138",0.410815828957239,4.23410650459726
"139",0.604438859714929,4.23410650459726
"140",0.138277569392348,4.23410650459726
"141",0,4.23410650459726
"142",0.0324542385596399,4.21950770517611
"143",0.125023255813953,4.21950770517611
"144",0.754674418604651,4.21950770517611
"145",0.936828207051763,4.21950770517611
"146",0.824924981245311,4.21950770517611
"147",0.000219054763690923,4.21950770517611
"148",0.67162415603901,4.20469261939097
"149",0.565234058514629,4.20469261939097
"150",0.587295573893473,4.20469261939097
"151",0.790247561890473,4.20469261939097
"152",0.623080270067517,4.20469261939097
"153",0.105758439609902,4.18965474202643
"154",0.143833458364591,4.18965474202643
"155",0.00453713428357089,4.17438726989564
"156",0.0739643660915229,4.17438726989564
"157",0.259278694673668,4.17438726989564
"158",0.492562640660165,4.17438726989564
"159",0.0071357839459865,4.17438726989564
"160",0.00208177044261065,4.17438726989564
"161",0.0105326331582896,4.17438726989564
"162",0.000387846961740435,4.15888308335967
"163",0.0121717929482371,4.15888308335967
"164",0.0750225056264066,4.15888308335967
"165",0.418043135783946,4.15888308335967
"166",0.431731432858215,4.15888308335967
"167",0.373953488372093,4.15888308335967
"168",0.22262415603901,4.15888308335967
"169",0.00027006751687922,4.15888308335967
"170",0.232418604651163,4.14313472639153
"171",0.0172663165791448,4.14313472639153
"172",0.24726256564141,4.14313472639153
"173",0.950826706676669,4.14313472639153
"174",0.0754651162790698,4.12713438504509
"175",0.109001500375094,4.12713438504509
"176",0.547903225806452,4.12713438504509
"177",0.924657164291073,4.12713438504509
"178",0.658143285821455,4.12713438504509
"179",0.318510502625656,4.12713438504509
"180",0,4.12713438504509
"181",0.170311327831958,4.11087386417331
"182",0.00116466616654164,4.11087386417331
"183",0.351040510127532,4.11087386417331
"184",0.78921680420105,4.11087386417331
"185",0.351531132783196,4.0943445622221
"186",0.258860840210053,4.0943445622221
"187",0,4.0943445622221
"188",0.184363090772693,4.07753744390572
"189",0.0335180045011253,4.07753744390572
"190",0.113050262565641,4.07753744390572
"191",0.00013953488372093,4.07753744390572
"192",0.000173293323330833,4.06044301054642
"193",0.0472708177044261,4.06044301054642
"194",0.249857464366092,4.06044301054642
"195",0.474139534883721,4.06044301054642
"196",0.831231807951988,4.06044301054642
"197",0.0359902475618905,4.06044301054642
